"servicecenterid","serviceid","servicenameen","servicenamear","isavailable"
"496","27","Issuance of employment entry permit- Domestic Helpers Category and alike for the UAE Female citizens.","إصدار إذن دخول عمل - للفئات المساعدة ومن في حكمهم للمواطنات.","true"
"496","81","Renewal of the residence permit for help workers category to UAE and GCC citizens","تجديد إقامة لفئة عمال الخدمة المساعدة  لكفيل مواطن أو لكفيل من مواطني دول مجلس التعاون .","true"
"471","242","Entry permit for residence - family of resident category working in the private sector or free zone","إصدار إذن دخول إقـامة - فئة أسرة مقيم يعمل في قطاع خاص او منطقة حرة","true"
"514","1314","Replacement for lost PRO card","بدل فاقد لبطاقة المندوب","true"
"514","3","Short Term Visit Visa For 30 Days Under The Sponsorship Of (Companies).","اصدار اذن زيارة  قصيرة لمدة 30 يوم لمكفولي (الشركات).","true"
"478","241","Sponsorship by  GCC nationals to husband or foreigner wife and children","كفالة مواطني دول مجلس التعاون الخليجي للزوج أو الزوجة الأجنبية والأبناء","true"
"476","1236","Entry Permit for GCC Residents","إذن دخول للمقيمين في دول مجلس التعاون","true"
"492","33","-","إصدار إذن دخول عمل -  للفئات المساعدة ومن في حكمهم على كفالة مواطني دول مجلس التعاون الخليجي","true"
"490","71","Work Entry Permit For Private Sector Or Free Zone","إذن دخول عمل لقطاع خاص او منطقة حرة","true"
"490","821","","استلام وتحويل الإقتراحات .","true"
"501","84","Renewal of the residence permit for help work permit of support category workers for diplomatic bodies.","تجديد تصريح إقامة لفئة عمال الخدمة المساعدة لمكفولين الهيئات الدبلوماسية .","true"
"838","177","Issuance of New PRO card","إصدار بطاقة جديدة للمندوب.","true"
"504","75","Request for renewal of expired entry permits","طلب تجـــديد صلاحية أذونات الدخــول","true"
"496","22","Employment Visa For Support Categories For A UAE Citizen Sponsor or GCC Citizen","إذن دخول عمل - للفئات المساعدة لكفيل (مواطن)اومواطن مجلس التعاون","true"
"472","80","Renewal of work residence","تجديد إقامة عمل","true"
"472","29","Work Entry Permit For Government Entities","إذن دخول عمل في الجهات الحكومية","true"
"504","29","Work Entry Permit For Government Entities","إذن دخول عمل في الجهات الحكومية","true"
"492","198","Renewal of Trade License in the system","تجديد الرخصة التجارية في النظام","true"
"515","244","Request to issue permit of exit for  people under the entry permit sponsorship (Visits) after the case is finished.","طلب إصدار تصريح مغادرة لمكفولي أذن دخول (زيارات) بعد إنتهاء القضية مخالف  .","true"
"481","1241","Entry Permit For Domestic Helpers Category Escorting for GCC Residents","إذن دخول للمرافقين الفئة المساعده لمقيمي دول مجلس التعاون","true"
"484","232","Request for issuing exit permit for newborn babies","طلب إصدار تصريح مغادرة لحديثي الولادة.","true"
"501","184","Stopping a establishment card.","إيقاف بطاقة المنشأة.","true"
"838","175","Issuance of an additional copy of the establishment card.","إصدار نسخة إضافية من بطاقة المنشأة.","true"
"481","1314","Replacement for lost PRO card","بدل فاقد لبطاقة المندوب","true"
"502","1301","","بطاقة مندوب لجهة قطاع خاص او المنطقه الحره","true"
"492","75","Request for renewal of expired entry permits","طلب تجـــديد صلاحية أذونات الدخــول","true"
"507","157","","دخول اليخوت.","true"
"535","239","Issuing Entry permit for residence – for UAE citizens’ relatives category (spouse-children).","إصدار إذن دخول إقـامة – لفئة أقارب مواطن (الزوجة-الأبناء).","true"
"493","58","Cancellation of Entry Permits","إلغاء أذونات الدخول","true"
"498","6","Long term Single journey visit visa - leisure","إصدار إذن دخول زيارة طويلة لسفرة واحدة ترفيه","true"
"504","22","Employment Visa For Support Categories For A UAE Citizen Sponsor or GCC Citizen","إذن دخول عمل - للفئات المساعدة لكفيل (مواطن)اومواطن مجلس التعاون","true"
"515","1298","Stop search of one sponsored by a resident sponsor","كف البحث عن مكفول لكفيل مقيم","true"
"471","163","Application for issuing family book in lieu of damaged one","طلب إصدار خلاصة قيد بدل تالف","true"
"514","1264","","تجديد بطاقة المنشأه لمؤسسات القطاع الحكومي","true"
"509","737","","الصيانة من قبل الشركات","true"
"493","1314","Replacement for lost PRO card","بدل فاقد لبطاقة المندوب","true"
"501","29","Work Entry Permit For Government Entities","إذن دخول عمل في الجهات الحكومية","true"
"471","1235","Long term multiple visit entry permit for work","أذن دخول زيارة طويلة لعدة سفرات عمل","true"
"471","101","Request for cancellation of family residency","طلب إلغـاء إقامة عائلة","true"
"476","821","","استلام وتحويل الإقتراحات .","true"
"471","75","Request for renewal of expired entry permits","طلب تجـــديد صلاحية أذونات الدخــول","true"
"481","84","Renewal of the residence permit for help work permit of support category workers for diplomatic bodies.","تجديد تصريح إقامة لفئة عمال الخدمة المساعدة لمكفولين الهيئات الدبلوماسية .","true"
"480","175","Issuance of an additional copy of the establishment card.","إصدار نسخة إضافية من بطاقة المنشأة.","true"
"535","177","Issuance of New PRO card","إصدار بطاقة جديدة للمندوب.","true"
"478","33","-","إصدار إذن دخول عمل -  للفئات المساعدة ومن في حكمهم على كفالة مواطني دول مجلس التعاون الخليجي","true"
"495","58","Cancellation of Entry Permits","إلغاء أذونات الدخول","true"
"480","241","Sponsorship by  GCC nationals to husband or foreigner wife and children","كفالة مواطني دول مجلس التعاون الخليجي للزوج أو الزوجة الأجنبية والأبناء","true"
"476","34","Issuance of work contract work for domestic helper categories.","إصدار عقد العمل للفئات المساعدة.","true"
